품목,시도,시군구,k2,적정온도,경고임계,위험임계,결실개시년,경제수명년,현재재배면적_ha,현재단수_kg_ha,현재단가_원kg,시나리오,중심연도,생육기기온,편차,판정,저온요구도
감,경남,의령군,의령,20.0,1.4,1.7,5,30,72.8,13246.0,1467.0,ssp585,2058,24.24,4.24,위험,853
감,경남,의령군,의령,20.0,1.4,1.7,5,30,72.8,13246.0,1467.0,ssp585,2068,25.1,5.1,위험,740
감,경남,의령군,의령,20.0,1.4,1.7,5,30,72.8,13246.0,1467.0,ssp585,2078,25.94,5.94,위험,665
감,전북,정읍시,정읍,20.0,1.4,1.7,5,30,86.0,9607.0,1228.0,관측,2005,20.13,0.13,경고,1041
감,전북,정읍시,정읍,20.0,1.4,1.7,5,30,86.0,9607.0,1228.0,ssp245,2028,22.0,2.0,위험,851
감,전북,정읍시,정읍,20.0,1.4,1.7,5,30,86.0,9607.0,1228.0,ssp245,2038,22.5,2.5,위험,801
감,전북,정읍시,정읍,20.0,1.4,1.7,5,30,86.0,9607.0,1228.0,ssp245,2048,22.96,2.96,위험,754
감,전북,정읍시,정읍,20.0,1.4,1.7,5,30,86.0,9607.0,1228.0,ssp245,2058,23.4,3.4,위험,714
감,전북,정읍시,정읍,20.0,1.4,1.7,5,30,86.0,9607.0,1228.0,ssp245,2068,23.73,3.73,위험,680
감,전북,정읍시,정읍,20.0,1.4,1.7,5,30,86.0,9607.0,1228.0,ssp245,2078,24.12,4.12,위험,635
감,전북,정읍시,정읍,20.0,1.4,1.7,5,30,86.0,9607.0,1228.0,ssp585,2028,22.18,2.18,위험,840
감,전북,정읍시,정읍,20.0,1.4,1.7,5,30,86.0,9607.0,1228.0,ssp585,2038,22.86,2.86,위험,758
감,전북,정읍시,정읍,20.0,1.4,1.7,5,30,86.0,9607.0,1228.0,ssp585,2048,23.61,3.61,위험,666
감,전북,정읍시,정읍,20.0,1.4,1.7,5,30,86.0,9607.0,1228.0,ssp585,2058,24.44,4.44,위험,593
감,전북,정읍시,정읍,20.0,1.4,1.7,5,30,86.0,9607.0,1228.0,ssp585,2068,25.32,5.32,위험,500
감,전북,정읍시,정읍,20.0,1.4,1.7,5,30,86.0,9607.0,1228.0,ssp585,2078,26.16,6.16,위험,420
감,충남,부여군,부여,20.0,1.4,1.7,5,30,22.7,30680.0,1455.0,관측,2005,19.57,-0.43,적합,1306
감,충남,부여군,부여,20.0,1.4,1.7,5,30,22.7,30680.0,1455.0,ssp245,2028,21.42,1.42,주의,1114
감,충남,부여군,부여,20.0,1.4,1.7,5,30,22.7,30680.0,1455.0,ssp245,2038,21.91,1.91,위험,1061
감,충남,부여군,부여,20.0,1.4,1.7,5,30,22.7,30680.0,1455.0,ssp245,2048,22.36,2.36,위험,1015
감,충남,부여군,부여,20.0,1.4,1.7,5,30,22.7,30680.0,1455.0,ssp245,2058,22.79,2.79,위험,977
감,충남,부여군,부여,20.0,1.4,1.7,5,30,22.7,30680.0,1455.0,ssp245,2068,23.11,3.11,위험,942
감,충남,부여군,부여,20.0,1.4,1.7,5,30,22.7,30680.0,1455.0,ssp245,2078,23.5,3.5,위험,891
감,충남,부여군,부여,20.0,1.4,1.7,5,30,22.7,30680.0,1455.0,ssp585,2028,21.6,1.6,주의,1114
감,충남,부여군,부여,20.0,1.4,1.7,5,30,22.7,30680.0,1455.0,ssp585,2038,22.27,2.27,위험,1029
감,충남,부여군,부여,20.0,1.4,1.7,5,30,22.7,30680.0,1455.0,ssp585,2048,23.0,3.0,위험,937
감,충남,부여군,부여,20.0,1.4,1.7,5,30,22.7,30680.0,1455.0,ssp585,2058,23.8,3.8,위험,856
감,충남,부여군,부여,20.0,1.4,1.7,5,30,22.7,30680.0,1455.0,ssp585,2068,24.66,4.66,위험,732
감,충남,부여군,부여,20.0,1.4,1.7,5,30,22.7,30680.0,1455.0,ssp585,2078,25.5,5.5,위험,625
감,전북,부안군,부안,20.0,1.4,1.7,5,30,47.1,14429.0,1569.0,관측,2005,19.63,-0.37,적합,1057
감,전북,부안군,부안,20.0,1.4,1.7,5,30,47.1,14429.0,1569.0,ssp245,2028,21.39,1.39,경고,873
감,전북,부안군,부안,20.0,1.4,1.7,5,30,47.1,14429.0,1569.0,ssp245,2038,21.86,1.86,위험,826
감,전북,부안군,부안,20.0,1.4,1.7,5,30,47.1,14429.0,1569.0,ssp245,2048,22.3,2.3,위험,780
감,전북,부안군,부안,20.0,1.4,1.7,5,30,47.1,14429.0,1569.0,ssp245,2058,22.71,2.71,위험,741
감,전북,부안군,부안,20.0,1.4,1.7,5,30,47.1,14429.0,1569.0,ssp245,2068,23.02,3.02,위험,709
감,전북,부안군,부안,20.0,1.4,1.7,5,30,47.1,14429.0,1569.0,ssp245,2078,23.39,3.39,위험,662
감,전북,부안군,부안,20.0,1.4,1.7,5,30,47.1,14429.0,1569.0,ssp585,2028,21.54,1.54,주의,874
감,전북,부안군,부안,20.0,1.4,1.7,5,30,47.1,14429.0,1569.0,ssp585,2038,22.2,2.2,위험,796
감,전북,부안군,부안,20.0,1.4,1.7,5,30,47.1,14429.0,1569.0,ssp585,2048,22.9,2.9,위험,708
감,전북,부안군,부안,20.0,1.4,1.7,5,30,47.1,14429.0,1569.0,ssp585,2058,23.68,3.68,위험,628
감,전북,부안군,부안,20.0,1.4,1.7,5,30,47.1,14429.0,1569.0,ssp585,2068,24.52,4.52,위험,538
감,전북,부안군,부안,20.0,1.4,1.7,5,30,47.1,14429.0,1569.0,ssp585,2078,25.33,5.33,위험,463
감,강원,강릉시,강릉,20.0,1.4,1.7,5,30,59.0,10774.0,1752.0,관측,2005,19.73,-0.27,적합,834
감,강원,강릉시,강릉,20.0,1.4,1.7,5,30,59.0,10774.0,1752.0,ssp245,2028,21.87,1.87,위험,618
감,강원,강릉시,강릉,20.0,1.4,1.7,5,30,59.0,10774.0,1752.0,ssp245,2038,22.41,2.41,위험,581
감,강원,강릉시,강릉,20.0,1.4,1.7,5,30,59.0,10774.0,1752.0,ssp245,2048,22.91,2.91,위험,543
감,강원,강릉시,강릉,20.0,1.4,1.7,5,30,59.0,10774.0,1752.0,ssp245,2058,23.43,3.43,위험,510
감,강원,강릉시,강릉,20.0,1.4,1.7,5,30,59.0,10774.0,1752.0,ssp245,2068,23.76,3.76,위험,491
감,강원,강릉시,강릉,20.0,1.4,1.7,5,30,59.0,10774.0,1752.0,ssp245,2078,24.2,4.2,위험,453
감,강원,강릉시,강릉,20.0,1.4,1.7,5,30,59.0,10774.0,1752.0,ssp585,2028,21.97,1.97,위험,634
감,강원,강릉시,강릉,20.0,1.4,1.7,5,30,59.0,10774.0,1752.0,ssp585,2038,22.76,2.76,위험,567
감,강원,강릉시,강릉,20.0,1.4,1.7,5,30,59.0,10774.0,1752.0,ssp585,2048,23.62,3.62,위험,497
감,강원,강릉시,강릉,20.0,1.4,1.7,5,30,59.0,10774.0,1752.0,ssp585,2058,24.58,4.58,위험,426
감,강원,강릉시,강릉,20.0,1.4,1.7,5,30,59.0,10774.0,1752.0,ssp585,2068,25.6,5.6,위험,327
감,강원,강릉시,강릉,20.0,1.4,1.7,5,30,59.0,10774.0,1752.0,ssp585,2078,26.58,6.58,위험,250
감,경북,경산시,경산,20.0,1.4,1.7,5,30,45.3,12261.0,1329.0,관측,2005,20.96,0.96,경고,1013
감,경북,경산시,경산,20.0,1.4,1.7,5,30,45.3,12261.0,1329.0,ssp245,2028,23.12,3.12,위험,829
감,경북,경산시,경산,20.0,1.4,1.7,5,30,45.3,12261.0,1329.0,ssp245,2038,23.7,3.7,위험,784
감,경북,경산시,경산,20.0,1.4,1.7,5,30,45.3,12261.0,1329.0,ssp245,2048,24.22,4.22,위험,739
감,경북,경산시,경산,20.0,1.4,1.7,5,30,45.3,12261.0,1329.0,ssp245,2058,24.74,4.74,위험,701
감,경북,경산시,경산,20.0,1.4,1.7,5,30,45.3,12261.0,1329.0,ssp245,2068,25.12,5.12,위험,673
감,경북,경산시,경산,20.0,1.4,1.7,5,30,45.3,12261.0,1329.0,ssp245,2078,25.55,5.55,위험,631
감,경북,경산시,경산,20.0,1.4,1.7,5,30,45.3,12261.0,1329.0,ssp585,2028,23.33,3.33,위험,836
감,경북,경산시,경산,20.0,1.4,1.7,5,30,45.3,12261.0,1329.0,ssp585,2038,24.14,4.14,위험,757
감,경북,경산시,경산,20.0,1.4,1.7,5,30,45.3,12261.0,1329.0,ssp585,2048,25.03,5.03,위험,674
감,경북,경산시,경산,20.0,1.4,1.7,5,30,45.3,12261.0,1329.0,ssp585,2058,25.99,5.99,위험,600
감,경북,경산시,경산,20.0,1.4,1.7,5,30,45.3,12261.0,1329.0,ssp585,2068,26.98,6.98,위험,514
감,경북,경산시,경산,20.0,1.4,1.7,5,30,45.3,12261.0,1329.0,ssp585,2078,27.92,7.92,위험,441
감,전남,보성군,보성,20.0,1.4,1.7,5,30,16.4,33486.0,1781.0,관측,2005,18.99,-1.01,적합,1192
감,전남,보성군,보성,20.0,1.4,1.7,5,30,16.4,33486.0,1781.0,ssp245,2028,21.23,1.23,경고,987
감,전남,보성군,보성,20.0,1.4,1.7,5,30,16.4,33486.0,1781.0,ssp245,2038,21.82,1.82,위험,932
감,전남,보성군,보성,20.0,1.4,1.7,5,30,16.4,33486.0,1781.0,ssp245,2048,22.38,2.38,위험,882
감,전남,보성군,보성,20.0,1.4,1.7,5,30,16.4,33486.0,1781.0,ssp245,2058,22.93,2.93,위험,838
감,전남,보성군,보성,20.0,1.4,1.7,5,30,16.4,33486.0,1781.0,ssp245,2068,23.36,3.36,위험,802
감,전남,보성군,보성,20.0,1.4,1.7,5,30,16.4,33486.0,1781.0,ssp245,2078,23.83,3.83,위험,744
감,전남,보성군,보성,20.0,1.4,1.7,5,30,16.4,33486.0,1781.0,ssp585,2028,21.4,1.4,경고,968
감,전남,보성군,보성,20.0,1.4,1.7,5,30,16.4,33486.0,1781.0,ssp585,2038,22.27,2.27,위험,880
감,전남,보성군,보성,20.0,1.4,1.7,5,30,16.4,33486.0,1781.0,ssp585,2048,23.19,3.19,위험,778
감,전남,보성군,보성,20.0,1.4,1.7,5,30,16.4,33486.0,1781.0,ssp585,2058,24.19,4.19,위험,681
감,전남,보성군,보성,20.0,1.4,1.7,5,30,16.4,33486.0,1781.0,ssp585,2068,25.22,5.22,위험,560
감,전남,보성군,보성,20.0,1.4,1.7,5,30,16.4,33486.0,1781.0,ssp585,2078,26.19,6.19,위험,475
감,전북,고창군,고창,20.0,1.4,1.7,5,30,42.0,12741.0,1457.0,관측,2005,19.93,-0.07,적합,1017
감,전북,고창군,고창,20.0,1.4,1.7,5,30,42.0,12741.0,1457.0,ssp245,2028,21.62,1.62,주의,848
감,전북,고창군,고창,20.0,1.4,1.7,5,30,42.0,12741.0,1457.0,ssp245,2038,22.06,2.06,위험,804
감,전북,고창군,고창,20.0,1.4,1.7,5,30,42.0,12741.0,1457.0,ssp245,2048,22.47,2.47,위험,762
감,전북,고창군,고창,20.0,1.4,1.7,5,30,42.0,12741.0,1457.0,ssp245,2058,22.86,2.86,위험,725
감,전북,고창군,고창,20.0,1.4,1.7,5,30,42.0,12741.0,1457.0,ssp245,2068,23.16,3.16,위험,695
감,전북,고창군,고창,20.0,1.4,1.7,5,30,42.0,12741.0,1457.0,ssp245,2078,23.51,3.51,위험,659
감,전북,고창군,고창,20.0,1.4,1.7,5,30,42.0,12741.0,1457.0,ssp585,2028,21.76,1.76,위험,847
감,전북,고창군,고창,20.0,1.4,1.7,5,30,42.0,12741.0,1457.0,ssp585,2038,22.38,2.38,위험,774
감,전북,고창군,고창,20.0,1.4,1.7,5,30,42.0,12741.0,1457.0,ssp585,2048,23.03,3.03,위험,691
감,전북,고창군,고창,20.0,1.4,1.7,5,30,42.0,12741.0,1457.0,ssp585,2058,23.77,3.77,위험,630
감,전북,고창군,고창,20.0,1.4,1.7,5,30,42.0,12741.0,1457.0,ssp585,2068,24.57,4.57,위험,547
감,전북,고창군,고창,20.0,1.4,1.7,5,30,42.0,12741.0,1457.0,ssp585,2078,25.34,5.34,위험,476
감,전남,무안군,무안,20.0,1.4,1.7,5,30,18.8,24864.0,1452.0,관측,2005,19.9,-0.1,적합,918
감,전남,무안군,무안,20.0,1.4,1.7,5,30,18.8,24864.0,1452.0,ssp245,2028,21.7,1.7,주의,755
감,전남,무안군,무안,20.0,1.4,1.7,5,30,18.8,24864.0,1452.0,ssp245,2038,22.16,2.16,위험,713
감,전남,무안군,무안,20.0,1.4,1.7,5,30,18.8,24864.0,1452.0,ssp245,2048,22.6,2.6,위험,671
감,전남,무안군,무안,20.0,1.4,1.7,5,30,18.8,24864.0,1452.0,ssp245,2058,23.01,3.01,위험,634
감,전남,무안군,무안,20.0,1.4,1.7,5,30,18.8,24864.0,1452.0,ssp245,2068,23.35,3.35,위험,611
감,전남,무안군,무안,20.0,1.4,1.7,5,30,18.8,24864.0,1452.0,ssp245,2078,23.72,3.72,위험,581
감,전남,무안군,무안,20.0,1.4,1.7,5,30,18.8,24864.0,1452.0,ssp585,2028,21.84,1.84,위험,743
감,전남,무안군,무안,20.0,1.4,1.7,5,30,18.8,24864.0,1452.0,ssp585,2038,22.52,2.52,위험,673
감,전남,무안군,무안,20.0,1.4,1.7,5,30,18.8,24864.0,1452.0,ssp585,2048,23.21,3.21,위험,599
감,전남,무안군,무안,20.0,1.4,1.7,5,30,18.8,24864.0,1452.0,ssp585,2058,23.99,3.99,위험,545
감,전남,무안군,무안,20.0,1.4,1.7,5,30,18.8,24864.0,1452.0,ssp585,2068,24.83,4.83,위험,462
감,전남,무안군,무안,20.0,1.4,1.7,5,30,18.8,24864.0,1452.0,ssp585,2078,25.64,5.64,위험,390
감,충북,충주시,충주,20.0,1.4,1.7,5,30,14.0,31592.0,1810.0,관측,2005,19.2,-0.8,적합,1479
감,충북,충주시,충주,20.0,1.4,1.7,5,30,14.0,31592.0,1810.0,ssp245,2028,20.7,0.7,경고,1282
감,충북,충주시,충주,20.0,1.4,1.7,5,30,14.0,31592.0,1810.0,ssp245,2038,21.08,1.08,경고,1235
감,충북,충주시,충주,20.0,1.4,1.7,5,30,14.0,31592.0,1810.0,ssp245,2048,21.44,1.44,주의,1190
감,충북,충주시,충주,20.0,1.4,1.7,5,30,14.0,31592.0,1810.0,ssp245,2058,21.8,1.8,위험,1148
감,충북,충주시,충주,20.0,1.4,1.7,5,30,14.0,31592.0,1810.0,ssp245,2068,22.07,2.07,위험,1115
감,충북,충주시,충주,20.0,1.4,1.7,5,30,14.0,31592.0,1810.0,ssp245,2078,22.38,2.38,위험,1068
감,충북,충주시,충주,20.0,1.4,1.7,5,30,14.0,31592.0,1810.0,ssp585,2028,20.87,0.87,경고,1278
감,충북,충주시,충주,20.0,1.4,1.7,5,30,14.0,31592.0,1810.0,ssp585,2038,21.41,1.41,주의,1196
감,충북,충주시,충주,20.0,1.4,1.7,5,30,14.0,31592.0,1810.0,ssp585,2048,22.0,2.0,위험,1109
감,충북,충주시,충주,20.0,1.4,1.7,5,30,14.0,31592.0,1810.0,ssp585,2058,22.69,2.69,위험,1025
감,충북,충주시,충주,20.0,1.4,1.7,5,30,14.0,31592.0,1810.0,ssp585,2068,23.42,3.42,위험,910
감,충북,충주시,충주,20.0,1.4,1.7,5,30,14.0,31592.0,1810.0,ssp585,2078,24.18,4.18,위험,815
감,경남,합천군,합천,20.0,1.4,1.7,5,30,35.6,12226.0,1470.0,관측,2005,19.99,-0.01,적합,1229
감,경남,합천군,합천,20.0,1.4,1.7,5,30,35.6,12226.0,1470.0,ssp245,2028,21.79,1.79,위험,1050
감,경남,합천군,합천,20.0,1.4,1.7,5,30,35.6,12226.0,1470.0,ssp245,2038,22.29,2.29,위험,1004
감,경남,합천군,합천,20.0,1.4,1.7,5,30,35.6,12226.0,1470.0,ssp245,2048,22.74,2.74,위험,961
감,경남,합천군,합천,20.0,1.4,1.7,5,30,35.6,12226.0,1470.0,ssp245,2058,23.17,3.17,위험,926
감,경남,합천군,합천,20.0,1.4,1.7,5,30,35.6,12226.0,1470.0,ssp245,2068,23.49,3.49,위험,897
감,경남,합천군,합천,20.0,1.4,1.7,5,30,35.6,12226.0,1470.0,ssp245,2078,23.84,3.84,위험,851
감,경남,합천군,합천,20.0,1.4,1.7,5,30,35.6,12226.0,1470.0,ssp585,2028,22.01,2.01,위험,1054
감,경남,합천군,합천,20.0,1.4,1.7,5,30,35.6,12226.0,1470.0,ssp585,2038,22.66,2.66,위험,979
감,경남,합천군,합천,20.0,1.4,1.7,5,30,35.6,12226.0,1470.0,ssp585,2048,23.4,3.4,위험,896
감,경남,합천군,합천,20.0,1.4,1.7,5,30,35.6,12226.0,1470.0,ssp585,2058,24.21,4.21,위험,817
감,경남,합천군,합천,20.0,1.4,1.7,5,30,35.6,12226.0,1470.0,ssp585,2068,25.04,5.04,위험,704
감,경남,합천군,합천,20.0,1.4,1.7,5,30,35.6,12226.0,1470.0,ssp585,2078,25.84,5.84,위험,617
감,경남,거창군,거창,20.0,1.4,1.7,5,30,5.2,71025.0,1572.0,관측,2005,18.73,-1.27,적합,1412
감,경남,거창군,거창,20.0,1.4,1.7,5,30,5.2,71025.0,1572.0,ssp245,2028,20.49,0.49,경고,1210
감,경남,거창군,거창,20.0,1.4,1.7,5,30,5.2,71025.0,1572.0,ssp245,2038,20.97,0.97,경고,1157
감,경남,거창군,거창,20.0,1.4,1.7,5,30,5.2,71025.0,1572.0,ssp245,2048,21.41,1.41,주의,1111
감,경남,거창군,거창,20.0,1.4,1.7,5,30,5.2,71025.0,1572.0,ssp245,2058,21.84,1.84,위험,1071
감,경남,거창군,거창,20.0,1.4,1.7,5,30,5.2,71025.0,1572.0,ssp245,2068,22.15,2.15,위험,1040
감,경남,거창군,거창,20.0,1.4,1.7,5,30,5.2,71025.0,1572.0,ssp245,2078,22.5,2.5,위험,991
감,경남,거창군,거창,20.0,1.4,1.7,5,30,5.2,71025.0,1572.0,ssp585,2028,20.71,0.71,경고,1206
감,경남,거창군,거창,20.0,1.4,1.7,5,30,5.2,71025.0,1572.0,ssp585,2038,21.36,1.36,경고,1122
감,경남,거창군,거창,20.0,1.4,1.7,5,30,5.2,71025.0,1572.0,ssp585,2048,22.09,2.09,위험,1033
감,경남,거창군,거창,20.0,1.4,1.7,5,30,5.2,71025.0,1572.0,ssp585,2058,22.88,2.88,위험,947
감,경남,거창군,거창,20.0,1.4,1.7,5,30,5.2,71025.0,1572.0,ssp585,2068,23.7,3.7,위험,829
감,경남,거창군,거창,20.0,1.4,1.7,5,30,5.2,71025.0,1572.0,ssp585,2078,24.5,4.5,위험,733
감,전남,영광군,영광,20.0,1.4,1.7,5,30,40.5,8742.0,1359.0,관측,2005,19.91,-0.09,적합,1065
감,전남,영광군,영광,20.0,1.4,1.7,5,30,40.5,8742.0,1359.0,ssp245,2028,21.61,1.61,주의,900
감,전남,영광군,영광,20.0,1.4,1.7,5,30,40.5,8742.0,1359.0,ssp245,2038,22.05,2.05,위험,858
감,전남,영광군,영광,20.0,1.4,1.7,5,30,40.5,8742.0,1359.0,ssp245,2048,22.46,2.46,위험,816
감,전남,영광군,영광,20.0,1.4,1.7,5,30,40.5,8742.0,1359.0,ssp245,2058,22.84,2.84,위험,779
감,전남,영광군,영광,20.0,1.4,1.7,5,30,40.5,8742.0,1359.0,ssp245,2068,23.15,3.15,위험,750
감,전남,영광군,영광,20.0,1.4,1.7,5,30,40.5,8742.0,1359.0,ssp245,2078,23.5,3.5,위험,707
감,전남,영광군,영광,20.0,1.4,1.7,5,30,40.5,8742.0,1359.0,ssp585,2028,21.77,1.77,위험,886
감,전남,영광군,영광,20.0,1.4,1.7,5,30,40.5,8742.0,1359.0,ssp585,2038,22.39,2.39,위험,814
감,전남,영광군,영광,20.0,1.4,1.7,5,30,40.5,8742.0,1359.0,ssp585,2048,23.04,3.04,위험,734
감,전남,영광군,영광,20.0,1.4,1.7,5,30,40.5,8742.0,1359.0,ssp585,2058,23.77,3.77,위험,665
감,전남,영광군,영광,20.0,1.4,1.7,5,30,40.5,8742.0,1359.0,ssp585,2068,24.55,4.55,위험,583
감,전남,영광군,영광,20.0,1.4,1.7,5,30,40.5,8742.0,1359.0,ssp585,2078,25.32,5.32,위험,514
감,경남,창원시,창원,20.0,1.4,1.7,5,30,48.5,6424.0,1659.0,관측,2005,20.83,0.83,경고,672
감,경남,창원시,창원,20.0,1.4,1.7,5,30,48.5,6424.0,1659.0,ssp245,2028,22.76,2.76,위험,529
감,경남,창원시,창원,20.0,1.4,1.7,5,30,48.5,6424.0,1659.0,ssp245,2038,23.31,3.31,위험,495
감,경남,창원시,창원,20.0,1.4,1.7,5,30,48.5,6424.0,1659.0,ssp245,2048,23.79,3.79,위험,463
감,경남,창원시,창원,20.0,1.4,1.7,5,30,48.5,6424.0,1659.0,ssp245,2058,24.26,4.26,위험,432
감,경남,창원시,창원,20.0,1.4,1.7,5,30,48.5,6424.0,1659.0,ssp245,2068,24.62,4.62,위험,415
감,경남,창원시,창원,20.0,1.4,1.7,5,30,48.5,6424.0,1659.0,ssp245,2078,25.02,5.02,위험,382
감,경남,창원시,창원,20.0,1.4,1.7,5,30,48.5,6424.0,1659.0,ssp585,2028,22.95,2.95,위험,537
감,경남,창원시,창원,20.0,1.4,1.7,5,30,48.5,6424.0,1659.0,ssp585,2038,23.67,3.67,위험,481
감,경남,창원시,창원,20.0,1.4,1.7,5,30,48.5,6424.0,1659.0,ssp585,2048,24.47,4.47,위험,416
감,경남,창원시,창원,20.0,1.4,1.7,5,30,48.5,6424.0,1659.0,ssp585,2058,25.37,5.37,위험,356
감,경남,창원시,창원,20.0,1.4,1.7,5,30,48.5,6424.0,1659.0,ssp585,2068,26.28,6.28,위험,266
감,경남,창원시,창원,20.0,1.4,1.7,5,30,48.5,6424.0,1659.0,ssp585,2078,27.18,7.18,위험,192
감,충남,공주시,공주,20.0,1.4,1.7,5,30,16.5,17556.0,1597.0,관측,2005,19.84,-0.16,적합,1344
감,충남,공주시,공주,20.0,1.4,1.7,5,30,16.5,17556.0,1597.0,ssp245,2028,21.61,1.61,주의,1155
감,충남,공주시,공주,20.0,1.4,1.7,5,30,16.5,17556.0,1597.0,ssp245,2038,22.07,2.07,위험,1106
감,충남,공주시,공주,20.0,1.4,1.7,5,30,16.5,17556.0,1597.0,ssp245,2048,22.5,2.5,위험,1063
감,충남,공주시,공주,20.0,1.4,1.7,5,30,16.5,17556.0,1597.0,ssp245,2058,22.92,2.92,위험,1024
감,충남,공주시,공주,20.0,1.4,1.7,5,30,16.5,17556.0,1597.0,ssp245,2068,23.23,3.23,위험,989
감,충남,공주시,공주,20.0,1.4,1.7,5,30,16.5,17556.0,1597.0,ssp245,2078,23.6,3.6,위험,940
감,충남,공주시,공주,20.0,1.4,1.7,5,30,16.5,17556.0,1597.0,ssp585,2028,21.79,1.79,위험,1146
감,충남,공주시,공주,20.0,1.4,1.7,5,30,16.5,17556.0,1597.0,ssp585,2038,22.44,2.44,위험,1067
감,충남,공주시,공주,20.0,1.4,1.7,5,30,16.5,17556.0,1597.0,ssp585,2048,23.15,3.15,위험,977
감,충남,공주시,공주,20.0,1.4,1.7,5,30,16.5,17556.0,1597.0,ssp585,2058,23.93,3.93,위험,895
감,충남,공주시,공주,20.0,1.4,1.7,5,30,16.5,17556.0,1597.0,ssp585,2068,24.78,4.78,위험,776
감,충남,공주시,공주,20.0,1.4,1.7,5,30,16.5,17556.0,1597.0,ssp585,2078,25.63,5.63,위험,673
감,전남,해남군,해남,20.0,1.4,1.7,5,30,14.1,19609.0,1163.0,관측,2005,19.81,-0.19,적합,1004
감,전남,해남군,해남,20.0,1.4,1.7,5,30,14.1,19609.0,1163.0,ssp245,2028,21.83,1.83,위험,818
감,전남,해남군,해남,20.0,1.4,1.7,5,30,14.1,19609.0,1163.0,ssp245,2038,22.34,2.34,위험,770
감,전남,해남군,해남,20.0,1.4,1.7,5,30,14.1,19609.0,1163.0,ssp245,2048,22.82,2.82,위험,723
감,전남,해남군,해남,20.0,1.4,1.7,5,30,14.1,19609.0,1163.0,ssp245,2058,23.31,3.31,위험,680
감,전남,해남군,해남,20.0,1.4,1.7,5,30,14.1,19609.0,1163.0,ssp245,2068,23.69,3.69,위험,646
감,전남,해남군,해남,20.0,1.4,1.7,5,30,14.1,19609.0,1163.0,ssp245,2078,24.1,4.1,위험,596
감,전남,해남군,해남,20.0,1.4,1.7,5,30,14.1,19609.0,1163.0,ssp585,2028,21.96,1.96,위험,814
감,전남,해남군,해남,20.0,1.4,1.7,5,30,14.1,19609.0,1163.0,ssp585,2038,22.73,2.73,위험,734
감,전남,해남군,해남,20.0,1.4,1.7,5,30,14.1,19609.0,1163.0,ssp585,2048,23.53,3.53,위험,642
감,전남,해남군,해남,20.0,1.4,1.7,5,30,14.1,19609.0,1163.0,ssp585,2058,24.42,4.42,위험,561
감,전남,해남군,해남,20.0,1.4,1.7,5,30,14.1,19609.0,1163.0,ssp585,2068,25.36,5.36,위험,468
감,전남,해남군,해남,20.0,1.4,1.7,5,30,14.1,19609.0,1163.0,ssp585,2078,26.25,6.25,위험,387
감,전북,남원시,남원,20.0,1.4,1.7,5,30,14.1,19249.0,1738.0,관측,2005,19.49,-0.51,적합,1330
감,전북,남원시,남원,20.0,1.4,1.7,5,30,14.1,19249.0,1738.0,ssp245,2028,21.36,1.36,경고,1129
감,전북,남원시,남원,20.0,1.4,1.7,5,30,14.1,19249.0,1738.0,ssp245,2038,21.87,1.87,위험,1075
감,전북,남원시,남원,20.0,1.4,1.7,5,30,14.1,19249.0,1738.0,ssp245,2048,22.33,2.33,위험,1030
감,전북,남원시,남원,20.0,1.4,1.7,5,30,14.1,19249.0,1738.0,ssp245,2058,22.78,2.78,위험,989
감,전북,남원시,남원,20.0,1.4,1.7,5,30,14.1,19249.0,1738.0,ssp245,2068,23.11,3.11,위험,957
감,전북,남원시,남원,20.0,1.4,1.7,5,30,14.1,19249.0,1738.0,ssp245,2078,23.49,3.49,위험,904
감,전북,남원시,남원,20.0,1.4,1.7,5,30,14.1,19249.0,1738.0,ssp585,2028,21.57,1.57,주의,1129
감,전북,남원시,남원,20.0,1.4,1.7,5,30,14.1,19249.0,1738.0,ssp585,2038,22.26,2.26,위험,1045
감,전북,남원시,남원,20.0,1.4,1.7,5,30,14.1,19249.0,1738.0,ssp585,2048,23.02,3.02,위험,952
감,전북,남원시,남원,20.0,1.4,1.7,5,30,14.1,19249.0,1738.0,ssp585,2058,23.84,3.84,위험,865
감,전북,남원시,남원,20.0,1.4,1.7,5,30,14.1,19249.0,1738.0,ssp585,2068,24.7,4.7,위험,745
감,전북,남원시,남원,20.0,1.4,1.7,5,30,14.1,19249.0,1738.0,ssp585,2078,25.52,5.52,위험,641
감,전남,강진군,강진,20.0,1.4,1.7,5,30,18.1,13568.0,1438.0,관측,2005,20.17,0.17,경고,927
감,전남,강진군,강진,20.0,1.4,1.7,5,30,18.1,13568.0,1438.0,ssp245,2028,22.43,2.43,위험,724
감,전남,강진군,강진,20.0,1.4,1.7,5,30,18.1,13568.0,1438.0,ssp245,2038,23.0,3.0,위험,671
감,전남,강진군,강진,20.0,1.4,1.7,5,30,18.1,13568.0,1438.0,ssp245,2048,23.55,3.55,위험,626
감,전남,강진군,강진,20.0,1.4,1.7,5,30,18.1,13568.0,1438.0,ssp245,2058,24.1,4.1,위험,588
감,전남,강진군,강진,20.0,1.4,1.7,5,30,18.1,13568.0,1438.0,ssp245,2068,24.53,4.53,위험,566
감,전남,강진군,강진,20.0,1.4,1.7,5,30,18.1,13568.0,1438.0,ssp245,2078,25.0,5.0,위험,529
감,전남,강진군,강진,20.0,1.4,1.7,5,30,18.1,13568.0,1438.0,ssp585,2028,22.58,2.58,위험,730
